GivenName,Surname,StreetAddress,City,State,ZipCode,EmailAddress,Gender,BloodType,Pounds
Evelyn,Johnson,4468 Fantages Way,South Portland,ME,04106,EvelynJJohnson@dodgit.com,female,O-,221.8
Gail,Jang,2418 Waldeck Street,Roanoke,TX,76262,GailMJang@mailinator.com,female,A+,143.2
Suzanne,Speegle,2868 Better Street,Leavenworth,KS,66048,SuzanneJSpeegle@mailinator.com,female,O-,194.7
Betty,Guerrera,1201 Russell Street,Cambridge,MA,02141,BettyEGuerrera@trashymail.com,female,B+,135.3
Barbara,Adams,3823 Woodland Avenue,Amite,LA,70422,BarbaraRAdams@mailinator.com,female,B+,155.5
Jessica,Mojica,2400 Calvin Street,Salisbury,MD,21875,JessicaNMojica@trashymail.com,female,O+,155.5
Robert,Bell,2939 Fantages Way,West Enfield,ME,04493,RobertBBell@spambob.com,male,A+,176.7
Delorse,Friday,2863 Apple Lane,Peoria,IL,61602,DelorseJFriday@mailinator.com,female,A+,152
James,Henning,1884 Twin Willow Lane,Wilmington,NC,28401,JamesHHenning@pookmail.com,male,O+,151.8
Michelle,Hansen,1373 Parkway Drive,Sierra Vista,AZ,85635,MichelleLHansen@mailinator.com,female,B+,131.6
Arnoldo,Riggs,1308 Irving Place,Maryland Heights,MO,63141,ArnoldoNRiggs@pookmail.com,male,A-,232.3
Bobbie,Powers,756 Leo Street,Northglenn,CO,80221,BobbieBPowers@mailinator.com,female,O+,125.4
Keith,Walker,4413 Hill Haven Drive,Waco,TX,76701,KeithBWalker@mailinator.com,male,O+,173.8
Patricia,Farley,906 Red Hawk Road,Longwood,FL,32750,PatriciaHFarley@dodgit.com,female,O+,191.4
Tatiana,Loveless,1480 Sycamore Fork Road,Eden Prairie,MN,55344,TatianaRLoveless@dodgit.com,female,A-,140.6
Jarvis,Lewis,1999 Sycamore Road,Bend,OR,97701,JarvisBLewis@mailinator.com,male,O+,246
Twila,Wier,2373 Webster Street,Woodbridge,NJ,07095,TwilaCWier@trashymail.com,female,B+,130.7
Joshua,Hopper,3307 Grand Avenue,Orlando,FL,32801,JoshuaGHopper@spambob.com,male,AB+,170.9
Nancy,Benedict,902 Fire Access Road,High Point,NC,27260,NancyHBenedict@dodgit.com,female,O+,197.8
James,Leger,3725 Victoria Street,Chicago,IL,60631,JamesNLeger@mailinator.com,male,O+,172.3
John,Valdez,4632 North Avenue,Burke,NE,57523,JohnAValdez@pookmail.com,male,B+,139
Tammy,Parker,3732 Neuport Lane,Atlanta,GA,30303,TammyDParker@pookmail.com,female,A+,164.1
Catherine,Santos,4620 Chandler Drive,Stark City,MO,64866,CatherineESantos@mailinator.com,female,O+,115.7
Jesus,Mitchell,3253 Echo Lane,Grand Rapids,MI,49503,JesusRMitchell@pookmail.com,male,B+,160.6
Tiffany,Grisby,3298 Circle Drive,Houston,TX,77093,TiffanyEGrisby@pookmail.com,female,A+,129.4
Rodney,McKinney,1144 Willis Avenue,Port Orange,FL,32129,RodneyHMcKinney@mailinator.com,male,O-,226.6
Rita,Imler,76 Everette Alley,Fort Lauderdale,FL,33308,RitaWImler@mailinator.com,female,B+,171.2
Ronnie,Howell,866 Randolph Street,Worcester,MA,01610,RonnieEHowell@pookmail.com,male,B+,230.3
Rose,Weaver,3657 Aspen Court,Brookline,MA,02146,RoseLWeaver@spambob.com,female,A+,122.1
Jeffery,Moore,372 Davisson Street,Indianapolis,IN,46225,JefferyMMoore@spambob.com,male,A+,221.1
Lucy,Smith,2753 Davis Avenue,Oakland,CA,94612,LucyFSmith@pookmail.com,female,O+,165.7
James,Sherrer,1101 Hillcrest Circle,Plymouth,MN,55446,JamesLSherrer@pookmail.com,male,AB+,132.7
Cathy,Kobayashi,1301 Cooks Mine Road,Albuquerque,NM,87102,CathyCKobayashi@pookmail.com,female,O+,128.3
Ricky,Valencia,1118 Conifer Drive,Seattle,WA,98109,RickyCValencia@spambob.com,male,A+,148.5
Allison,Polson,4153 Emily Renzelli Boulevard,Paicines,CA,95043,AllisonMPolson@mailinator.com,female,O+,159.7
Geraldine,Munoz,3718 Walnut Drive,West Fargo,ND,58078,GeraldineAMunoz@trashymail.com,female,B+,191.8
Brenda,Farrell,833 Prudence Street,Taylor,MI,48180,BrendaJFarrell@trashymail.com,female,A+,213.6
Donna,Howard,4252 Traders Alley,Kansas City,MO,64105,DonnaPHoward@mailinator.com,female,B+,151.4
Ron,Winger,2870 Orphan Road,Eau Claire,WI,54701,RonGWinger@spambob.com,male,B+,217.8
Nellie,Clark,472 Beeghley Street,Glen Rose,TX,76043,NellieJClark@mailinator.com,female,B+,147.2
David,Long,4920 Ashwood Drive,Sioux City,IA,51103,DavidPLong@spambob.com,male,AB+,151.8
Robert,Howze,4113 Tori Lane,Salt Lake City,UT,84106,RobertJHowze@spambob.com,male,A+,152
Carolyn,Schaeffer,2095 Orchard Street,Bloomington,MN,55431,CarolynJSchaeffer@mailinator.com,female,B+,192.5
Dorothy,Deroche,4009 Maple Lane,Huntsville,AL,35802,DorothyRDeroche@dodgit.com,female,A+,164.1
Walter,Williams,1065 Elk Street,Newport Beach,CA,92660,WalterLWilliams@mailinator.com,male,O+,155.8
Mark,Willis,1538 Woodrow Way,Grangerland,TX,77302,MarkDWillis@dodgit.com,male,B+,243.5
Kimberly,Cosper,2614 Melrose Street,Spokane Valley,WA,99206,KimberlyGCosper@pookmail.com,female,A+,123
Nathan,Toothman,1453 Dale Avenue,Tukwila,WA,98168,NathanFToothman@trashymail.com,male,O+,142.8
Jennifer,Vigil,4485 Hazelwood Avenue,Des Moines,IA,50309,JenniferMVigil@pookmail.com,female,A+,211
Amy,Stewart,43 Harrison Street,San Francisco,CA,94103,AmyBStewart@trashymail.com,female,B+,159.7
Edwin,Toomer,3693 Lyndon Street,Northampton,PA,18067,EdwinCToomer@mailinator.com,male,B+,183.9
Jerome,Mauldin,1336 Derek Drive,Pittsburgh,OH,15219,JeromeSMauldin@pookmail.com,male,A+,142.3
Octavia,Davis,2273 Deans Lane,Fairview Park,NY,10603,OctaviaKDavis@pookmail.com,female,O+,114.8
Ruby,Yazzie,4986 Myra Street,Providence,RI,02908,RubyHYazzie@mailinator.com,female,O+,109.8
Miguel,Fields,2687 Tori Lane,West Valley City,UT,84120,MiguelMFields@mailinator.com,male,A+,228.4
Susan,Brown,640 Morris Street,Pearsall,TX,78061,SusanTBrown@spambob.com,female,O+,121.9
Gilbert,Burrage,407 Duffy Street,Portage,IN,46383,GilbertKBurrage@trashymail.com,male,A+,131.6
Lauren,Thompson,600 Lords Way,Sardis,TN,38371,LaurenRThompson@dodgit.com,female,B+,138.4
Juan,Jones,4753 Elk Rd Little,Tucson,AZ,85710,JuanPJones@mailinator.com,male,A+,154
Gregory,Watson,4098 Victoria Street,Chicago,IL,60631,GregoryCWatson@trashymail.com,male,B+,239.6
Don,Graves,1181 Forest Drive,Alexandria,VA,22310,DonSGraves@mailinator.com,male,O+,204.8
Eric,Jefferson,2671 Kerry Way,Irvine,CA,92614,EricMJefferson@dodgit.com,male,O+,233.4
Joe,Burt,557 Willison Street,Anoka,MN,55303,JoePBurt@dodgit.com,male,O+,183.5
Diane,Jones,294 Simpson Street,Green Rock,IL,61244,DianeJJones@pookmail.com,female,B+,213.2
Kirsten,Butler,3259 College Avenue,Rosewood,OH,43070,KirstenRButler@trashymail.com,female,A+,207.9
Tim,Villatoro,1359 Alpaca Way,Irvine,CA,92614,TimRVillatoro@pookmail.com,male,O+,148.7
Jeremy,Chung,2398 Nicholas Street,Fort Worth,KS,76102,JeremyRChung@trashymail.com,male,A+,227.3
Laverne,Rourke,1793 Johnstown Road,Des Plaines,IL,60016,LaverneMRourke@trashymail.com,female,AB+,195.8
Diane,Bass,493 Lost Creek Road,Conshohocken,PA,19428,DianeCBass@dodgit.com,female,O+,179.1
Marcos,Hayes,2852 Catherine Drive,Cando,ND,58324,MarcosMHayes@pookmail.com,male,O+,140.6
Mary,Eckert,4728 Kelly Drive,Clarksburg,WV,26301,MaryAEckert@pookmail.com,female,O+,112
Landon,Panos,1075 Mudlick Road,Spokane,WA,99202,LandonEPanos@mailinator.com,male,B+,160.4
Paul,Turner,490 Philadelphia Avenue,Riverton,UT,84065,PaulBTurner@spambob.com,male,O+,221.1
Laura,Williams,606 Ripple Street,Caro,MI,48723,LauraRWilliams@spambob.com,female,O+,200.4
John,Weathers,3427 Haymond Rocks Road,Glide,OR,97443,JohnMWeathers@spambob.com,male,AB+,185.5
Lloyd,Wickham,1796 Rosewood Lane,New York,NY,10025,LloydPWickham@dodgit.com,male,O+,183.9
Charles,Patten,30 Hillside Drive,North Billerica,MA,01862,CharlesMPatten@dodgit.com,male,AB+,242.2
Linda,Court,973 Skips Lane,Phoenix,AZ,85034,LindaTCourt@dodgit.com,female,A+,211.6
Christina,Huff,4919 Bungalow Road,Duncan,NE,68601,ChristinaDHuff@pookmail.com,female,O+,158.8
William,Holloman,3375 Pooh Bear Lane,Spartanburg,SC,29302,WilliamAHolloman@spambob.com,male,O+,124.7
Arlene,Vanhoose,2306 Timberbrook Lane,Durango,CO,81301,ArlenePVanhoose@trashymail.com,female,O+,226.6
Maria,Ponce,4040 Eagle Drive,Detroit,MI,48226,MariaMPonce@spambob.com,female,O+,154.9
William,Martin,1703 Cardinal Lane,Jacksonville,IL,62650,WilliamBMartin@dodgit.com,male,A+,245.7
Matthew,Potter,100 Jail Drive,Culver City,CA,90232,MatthewLPotter@spambob.com,male,B+,229
Dawn,Hampton,2171 Frederick Street,El Paso,TX,79927,DawnPHampton@mailinator.com,female,O+,147.6
Kristina,Morris,691 Water Street,San Francisco,CA,94107,KristinaJMorris@dodgit.com,female,A+,107.8
Anthony,Delp,267 Hilltop Street,Huntington,MA,01050,AnthonyADelp@dodgit.com,male,O-,178.2
Guadalupe,Edwards,1379 Richison Drive,Rosebud,MT,59347,GuadalupeAEdwards@trashymail.com,male,O-,148.7
Mary,Wilson,2040 Poling Farm Road,Randolph,NE,68771,MaryJWilson@dodgit.com,female,O+,153.6
Sheryl,Higgins,642 Old Dear Lane,Pine Bush,NY,12566,SherylDHiggins@trashymail.com,female,B+,127.4
Judith,Dowler,4570 Passaic Street,Rochelle Park,NJ,07662,JudithLDowler@mailinator.com,female,AB+,110.2
Vivian,Waldron,2475 Newton Street,Minneapolis,MN,55415,VivianJWaldron@trashymail.com,female,O+,222.2
Joyce,Bauer,3539 Hemlock Lane,Harlingen,TX,78550,JoyceHBauer@pookmail.com,female,O+,190.5
Bill,Herrera,3228 Union Street,Seattle,WA,98161,BillWHerrera@pookmail.com,male,B+,147.2
Ethel,Hill,3275 Grove Avenue,Frederick,OK,73542,EthelEHill@pookmail.com,female,B+,183.3
Nancy,Maxwell,4588 Mulberry Street,Houston,TX,77036,NancyDMaxwell@mailinator.com,female,AB+,175.8
Michael,Martinez,3712 Bartlett Avenue,Royal Oak,MI,48067,MichaelEMartinez@pookmail.com,male,A+,187.4
Anna,Allen,2370 Ventura Drive,Salinas,CA,93901,AnnaAAllen@mailinator.com,female,B+,110.7
William,Parra,2102 Spirit Drive,Daytona Beach,FL,32114,WilliamEParra@mailinator.com,male,O+,165.2
Cara,Ferguson,4032 Bernardo Street,Georgetown,IN,47122,CaraCFerguson@spambob.com,female,O-,151.4
Donald,Dowd,4885 Twin Willow Lane,Wilmington,NC,28403,DonaldWDowd@mailinator.com,male,A+,245.5
Brenda,Linn,1458 Boone Crockett Lane,Arlington,WA,98223,BrendaFLinn@dodgit.com,female,O+,133.8
Bethany,Jones,345 Rockford Road,Reno,NV,89501,BethanyJJones@trashymail.com,female,B+,119
Brian,Iverson,4893 Smith Road,Morrow,GA,30260,BrianJIverson@trashymail.com,male,O+,176
Mable,Dunston,215 Woodrow Way,Houston,TX,77006,MableHDunston@trashymail.com,female,B+,176.2
Elizabeth,Todd,177 D Street,Warren,MI,48092,ElizabethETodd@trashymail.com,female,O+,127.8
Celina,Randolph,4583 Saint Marys Avenue,Solvay,NY,13209,CelinaPRandolph@trashymail.com,female,B+,195.1
Silva,Mera,1164 Lucky Duck Drive,Bethel Park,PA,15102,SilvaDMera@spambob.com,female,B+,190.3
Brandon,Sparks,1350 Gateway Road,Tigard,OR,97223,BrandonLSparks@dodgit.com,male,O+,198.2
Corey,Garza,1248 Lang Avenue,Logan,UT,84321,CoreyKGarza@dodgit.com,male,O+,227.7
Mike,Parker,4336 Progress Way,Mount Vernon,IA,52314,MikeAParker@spambob.com,male,O-,149.6
Gerda,Jacobs,2325 Essex Court,White River Junction,VT,05001,GerdaJJacobs@trashymail.com,female,A+,177.3
Anna,Casillas,2267 Haven Lane,Quincy,MI,49082,AnnaSCasillas@pookmail.com,female,O+,193.2
Lorenza,Castillo,151 Shinn Street,Manhattan,NY,10016,LorenzaCCastillo@dodgit.com,female,B+,215.6
Rodrick,Summers,1359 Star Trek Drive,Pensacola,FL,32501,RodrickBSummers@pookmail.com,male,O+,217.6
Rufus,Jones,2914 Maloy Court,Hill City,KS,67642,RufusJJones@trashymail.com,male,O+,138.8
Suzanne,Kantor,2895 Ben Street,Albany,NY,12207,SuzanneCKantor@spambob.com,female,A+,172.7
Randy,Robles,2452 New York Avenue,Euless,TX,76039,RandyLRobles@spambob.com,male,O+,235
Steven,Anderson,3929 Lochmere Lane,Norwalk,CT,06851,StevenDAnderson@trashymail.com,male,O+,217.4
Kevin,Rice,1449 Mount Olive Road,Atlanta,GA,30328,KevinARice@dodgit.com,male,B+,181.3
Donna,McDermott,1943 Charles Street,Southfield,MI,48075,DonnaLMcDermott@dodgit.com,female,O+,214.9
Charles,Davis,3242 Redbud Drive,New York,NY,10013,CharlesMDavis@dodgit.com,male,B+,234.1
Nancy,Jackson,4897 Rinehart Road,Miami,FL,33128,NancyWJackson@pookmail.com,female,O+,226.2
Jessica,Young,440 University Hill Road,Sadorus,IL,61872,JessicaKYoung@pookmail.com,female,O+,228.1
Lorene,Strong,824 Ventura Drive,Salinas,CA,93901,LoreneHStrong@spambob.com,female,A+,222.4
Courtney,Roberts,4922 Main Street,Seattle,WA,98101,CourtneyJRoberts@dodgit.com,male,A-,175.3
Karen,Slover,4563 Cemetery Street,San Francisco,CA,94107,KarenCSlover@pookmail.com,female,O+,191.6
Billy,Johnson,3309 Berkshire Circle,Knoxville,TN,27912,BillyMJohnson@trashymail.com,male,A+,181.7
Kimberly,Judge,4403 Berry Street,Hugo,CO,80821,KimberlyAJudge@mailinator.com,female,O-,173.8
John,Sweeney,2069 County Line Road,Countryside,FL,34619,JohnMSweeney@mailinator.com,male,A+,198.4
Iva,Carter,2429 Woodstock Drive,Pasadena,CA,91101,IvaJCarter@dodgit.com,female,AB+,132.9
Christopher,Cabot,3095 Hickman Street,Naperville,IL,60563,ChristopherPCabot@spambob.com,male,A+,169.8
Claude,Atkins,1165 School Street,New Haven,CT,06511,ClaudeAAtkins@trashymail.com,male,A+,218.2
John,Stephens,2005 Bubby Drive,Austin,TX,78704,JohnSStephens@mailinator.com,male,B+,235.8
Jose,Thompson,4502 Dovetail Drive,Des Plaines,IL,60016,JoseCThompson@trashymail.com,male,B+,223.1
Rodrigo,Blanton,3286 Lakewood Drive,Rochelle Park,NJ,07662,RodrigoCBlanton@mailinator.com,male,O+,197.1
Thomas,Nave,2796 Tanglewood Road,Jackson,MS,39211,ThomasMNave@trashymail.com,male,B+,204.2
Dirk,Dennard,4368 Hillside Drive,Lafayette,LA,70503,DirkADennard@mailinator.com,male,A+,201.7
Andre,Bosley,283 Poco Mas Drive,Dallas,TX,75238,AndreFBosley@pookmail.com,male,A+,242
Gary,Morales,1624 Arron Smith Drive,Mililani,HI,96789,GaryOMorales@dodgit.com,male,A+,193.4
Nancy,Callahan,2771 Zimmerman Lane,Los Angeles,CA,90071,NancyMCallahan@pookmail.com,female,A+,200.6
Theresa,Moreno,4663 Bassel Street,Metairie,LA,70001,TheresaDMoreno@trashymail.com,female,O+,192.1
Laura,Matthias,125 Rose Avenue,New Orleans,LA,70139,LauraMMatthias@dodgit.com,female,AB+,225.1
Shantae,Parra,3884 Byrd Lane,New Orleans,LA,70117,ShantaeJParra@trashymail.com,female,B+,152.9
Martha,Oakley,3954 Granville Lane,Wayne,NJ,07477,MarthaROakley@dodgit.com,female,B+,176
Todd,Deeter,4348 Clay Street,Indianapolis,IN,46214,ToddCDeeter@pookmail.com,male,B+,188.1
Calvin,Fox,2179 Terra Cotta Street,Nickerson,MN,55797,CalvinMFox@mailinator.com,male,A+,188.5
Cornelius,Sousa,1962 Hill Street,Defiance,OH,43512,CorneliusJSousa@trashymail.com,male,B+,224.2
Nicole,Fowler,2931 Red Dog Road,Charlotte,NC,28202,NicoleAFowler@trashymail.com,female,A+,227.7
Joseph,Cameron,4295 Oakwood Avenue,New York,NY,10021,JosephCCameron@mailinator.com,male,O+,222.4
Fred,Thomas,1224 Martha Ellen Drive,Sparks,NV,89431,FredAThomas@trashymail.com,male,A+,141.2
James,Ortiz,1581 Trainer Avenue,Andover,IL,61262,JamesJOrtiz@mailinator.com,male,O+,166.5
Michael,Chambers,1816 Sharon Lane,Elkhart,IN,46516,MichaelKChambers@pookmail.com,male,AB+,180.4
Mary,Wasserman,271 Beechwood Drive,Pittsburgh,PA,15203,MaryDWasserman@spambob.com,female,O+,228.4
Thomas,Young,3834 Coffman Alley,Owensboro,KY,42301,ThomasBYoung@spambob.com,male,A+,188.1
Victoria,Brown,3092 Buck Drive,South Burlington,VT,05403,VictoriaCBrown@spambob.com,female,A+,110.2
Kate,Binford,4039 Skips Lane,Heber,AZ,85928,KateJBinford@pookmail.com,female,B+,125.8
Jeffery,Knudtson,4020 Cinnamon Lane,San Antonio,TX,78221,JefferyDKnudtson@pookmail.com,male,B+,206.8
Todd,Nail,1863 Ventura Drive,Oakland,CA,94612,ToddJNail@trashymail.com,male,O+,160.2
Melissa,Taylor,2231 Martha Ellen Drive,Reno,NV,89501,MelissaATaylor@mailinator.com,female,O+,181.7
Linda,Long,1076 Thomas Street,Cary,IL,60013,LindaELong@pookmail.com,female,A+,118.1
Lois,Gould,2623 Raoul Wallenberg Place,Norwalk,CT,06854,LoisKGould@mailinator.com,female,AB+,127.8
Otis,Clark,1223 Ventura Drive,Santa Cruz,CA,95060,OtisDClark@mailinator.com,male,O+,198.9
Gregory,Kline,1675 Milford Street,Manchester,NH,03101,GregoryNKline@trashymail.com,male,O+,198.4
Michelle,Nunez,743 Custer Street,Marienville,PA,16239,MichelleSNunez@trashymail.com,female,O+,203.1
David,Hamilton,4827 Stonecoal Road,Wauseon,OH,43567,DavidRHamilton@dodgit.com,male,O-,168.3
Esther,Martin,3662 Beechwood Drive,Pittsburgh,PA,15219,EstherPMartin@dodgit.com,female,O-,174.2
Martha,McWhorter,3134 Layman Avenue,Savannah,GA,31401,MarthaRMcWhorter@spambob.com,female,B+,168.1
Georgette,Norman,4264 Orphan Road,Eau Claire,WI,54701,GeorgetteANorman@mailinator.com,female,B+,222
Angelo,Anderson,4343 Prospect Street,Camden,NJ,08102,AngeloMAnderson@dodgit.com,male,AB+,135.7
Danette,Perez,4231 Whaley Lane,Whitewater,WI,53190,DanetteBPerez@trashymail.com,female,B+,186.3
Sarah,Roy,1624 Summit Park Avenue,Southfield,MI,48075,SarahJRoy@trashymail.com,female,O+,118.1
Shirley,Stanley,632 Elliot Avenue,Seattle,WA,98119,ShirleyHStanley@spambob.com,female,A+,208.8
Arlene,Haldeman,3902 Geraldine Lane,Long Island City,NY,11101,ArleneSHaldeman@dodgit.com,female,A+,156.9
Herman,Bosworth,1919 Holden Street,Carriers Mills,IL,62917,HermanRBosworth@dodgit.com,male,O+,183.7
Camille,Foster,4107 Callison Lane,Bensalem,DE,19020,CamilleLFoster@spambob.com,female,A+,113.7
Carrie,McKnight,3800 Oakridge Lane,Macon,GA,31201,CarrieAMcKnight@dodgit.com,female,O+,139.3
Abdul,North,2067 Crim Lane,Bellefontaine,OH,43311,AbdulNNorth@spambob.com,male,B+,138.6
Andy,Morrow,1166 Raintree Boulevard,Richmond,IN,47374,AndyDMorrow@trashymail.com,male,A+,201.5
Alexander,Dawson,2173 Gore Street,Houston,TX,77030,AlexanderJDawson@trashymail.com,male,O-,144.1
Maria,Osborne,4906 Elk Avenue,Lansing,MI,48933,MariaDOsborne@dodgit.com,female,O+,162.1
Charles,Packer,1890 May Street,Stinnett,KY,40868,CharlesJPacker@pookmail.com,male,B+,167.6
John,Hernandez,2665 Water Street,Walnut Creek,CA,94596,JohnPHernandez@dodgit.com,male,B+,242.2
Shelly,Acevedo,2378 Charles Street,Livonia,MI,48150,ShellyWAcevedo@mailinator.com,female,A+,154.7
Mary,Smotherman,2422 John Avenue,Jackson,MI,49201,MaryRSmotherman@mailinator.com,female,B+,187.4
Michelle,Petty,4130 Maple Avenue,Stockton,CA,95202,MichelleAPetty@dodgit.com,female,A+,133.3
James,Hunt,4992 Turkey Pen Lane,Montgomery,AL,36104,JamesEHunt@trashymail.com,male,A+,146.7
Agustin,Benitez,3721 Hidden Meadow Drive,Leonard,ND,58052,AgustinLBenitez@trashymail.com,male,O+,241.1
Darwin,Mair,776 Fincham Road,Los Angeles,CA,90017,DarwinTMair@trashymail.com,male,B+,221.5
Beverly,Thornton,3491 Ash Street,Plano,TX,75075,BeverlyWThornton@trashymail.com,female,O+,180.2
Carol,Turner,3857 Simons Hollow Road,Scranton,PA,18503,CarolBTurner@dodgit.com,female,A+,171.2
Mary,Lobel,3 Oak Lane,Bogard,MO,64622,MaryVLobel@spambob.com,female,A+,193.2
Tracy,Ballinger,851 Ritter Avenue,Westland,MI,48185,TracyFBallinger@pookmail.com,female,O+,191.8
Janice,Durham,4762 Shady Pines Drive,Haysi,VA,24256,JaniceBDurham@trashymail.com,female,B+,182.2
Carl,Cummings,294 Logan Lane,Golden,CO,80401,CarlDCummings@dodgit.com,male,A-,214.3
Kenneth,Fitting,1742 Bell Street,New York,NY,10022,KennethLFitting@mailinator.com,male,AB+,217.1
Donald,Walters,4705 Ridenour Street,Miami,FL,33169,DonaldAWalters@dodgit.com,male,B+,169
Johnny,Medeiros,4253 West Drive,Chicago,IL,60605,JohnnyJMedeiros@mailinator.com,male,B+,172.3
Ronald,Godbout,1412 Comfort Court,Madison,WI,53705,RonaldLGodbout@pookmail.com,male,O+,162.1
Dennis,Chupp,3208 Del Dew Drive,Washington,MD,20024,DennisAChupp@dodgit.com,male,A+,203.7
Ruth,Homan,2602 Morris Street,Ingram,TX,78025,RuthAHoman@mailinator.com,female,B+,174.2
Mike,Dominguez,692 Karen Lane,Portland,OR,97225,MikeCDominguez@dodgit.com,male,B+,160.6
Heather,Robinson,501 Bates Brothers Road,Columbus,OH,43215,HeatherSRobinson@mailinator.com,female,O+,110.7
Cora,Cameron,4554 Roguski Road,Shreveport,LA,71101,CoraMCameron@trashymail.com,female,O+,144.1
Nikki,Robinson,4252 Calico Drive,Nile,WA,98937,NikkiWRobinson@mailinator.com,female,A+,123
Robin,Winfree,1707 Mill Street,Greenville,SC,29607,RobinTWinfree@mailinator.com,female,B+,132.7
Edward,Gutierrez,571 Williams Mine Road,Anchorage,AK,99503,EdwardSGutierrez@trashymail.com,male,B+,223.7
William,Bernal,2117 Meadow View Drive,Hartford,CT,06103,WilliamSBernal@dodgit.com,male,O+,143.9
James,Villalvazo,892 Poco Mas Drive,Dallas,TX,75227,JamesDVillalvazo@mailinator.com,male,O+,199.5
Mattie,Mines,4102 Crim Lane,Five Points (Warren),OH,45066,MattieDMines@mailinator.com,female,A+,183.5
Patricia,Jarrett,4894 Del Dew Drive,Hyattsville,MD,20781,PatriciaWJarrett@mailinator.com,female,A+,159.1
Harold,Riggs,922 White Lane,Fort Smith,AR,72908,HaroldMRiggs@dodgit.com,male,B+,163.2
Harold,Carter,1989 Walton Street,Salt Lake City,UT,84104,HaroldLCarter@spambob.com,male,O+,173.8
James,Weidler,1350 Moonlight Drive,Mays Landing,NJ,08330,JamesIWeidler@spambob.com,male,O+,206.1
Caroline,Hutcheson,2976 Rhode Island Avenue,Washington,DC,20024,CarolineJHutcheson@pookmail.com,female,AB+,227.3
Troy,Mitchell,972 Thrash Trail,Dallas,TX,75212,TroyAMitchell@spambob.com,male,B+,252.3
Elizabeth,Castro,1194 Cliffside Drive,Binghamton,NY,13904,ElizabethBCastro@dodgit.com,female,B+,160.4
Daphne,Caldwell,4094 Lamberts Branch Road,Miami,FL,33128,DaphneMCaldwell@dodgit.com,female,O+,214.9
Maria,Surratt,1417 Anthony Avenue,Eldorado,TX,76936,MariaTSurratt@mailinator.com,female,O+,160.6
Gregory,Dick,3884 Maryland Avenue,Feather Sound,FL,34622,GregoryBDick@pookmail.com,male,O+,198.9
Joseph,Payne,1434 Copperhead Road,Simsbury,CT,06070,JosephMPayne@pookmail.com,male,O+,172.7
Mary,Wang,1131 Hickory Lane,Westport,CT,06880,MaryMWang@pookmail.com,female,O+,121.7
James,Dunlap,2490 Elliott Street,Manchester,NH,03101,JamesNDunlap@pookmail.com,male,O+,144.8
Martin,Irving,3027 Brookside Drive,Birmingham,AL,35209,MartinWIrving@spambob.com,male,O+,205.9
Sarah,Skipper,779 School House Road,Jackson,MS,39213,SarahJSkipper@mailinator.com,female,AB+,154.9
Joseph,Provencher,1096 Tennessee Avenue,Troy,MI,48084,JosephFProvencher@spambob.com,male,A+,173.4
Adriana,White,43 Ventura Drive,Salinas,CA,93901,AdrianaWWhite@mailinator.com,female,AB+,148.5
Gary,Medford,2567 Wolf Pen Road,Burlingame,CA,94010,GaryCMedford@pookmail.com,male,AB-,186.1
Cody,Byers,2636 Prudence Street,Westland,MI,48185,CodyFByers@mailinator.com,male,A+,192.1
Frances,Hargis,492 College Avenue,Dayton,OH,45434,FrancesLHargis@mailinator.com,female,A+,187.2
